Level,Rarity,Name,Traits,Size,Source
4,Uncommon,Phantom Knight,Ethereal; Incorporeal; Phantom; Spirit; Uncommon,Medium,Bestiary 3 pg. 202
4,Common,Shae,Shadow,Medium,Bestiary 3 pg. 230
4,Common,Wasp Swarm,Animal; Swarm,Large,Bestiary pg. 324
4,Uncommon,Coil Spy,Humanoid; Serpentfolk; Uncommon,Medium,Bestiary 2 pg. 2382.0
4,Common,Barghest,Fiend,Medium,Bestiary pg. 36
4,Rare,Clockwork Door Warden,Clockwork; Construct; Mindless; Rare,Medium,Pathfinder #179: Cradle of Quartz pg. 80
4,Uncommon,Clockwork Fabricator,Clockwork; Construct; Mindless; Uncommon,Medium,Pathfinder #178: Punks in a Powderkeg pg. 85
4,Common,Hobgoblin Archer,Goblin; Humanoid,Medium,Bestiary pg. 207
4,Rare,Kashrishi Evaluator,Kashrishi; Rare,Small,Impossible Lands pg. 331
4,Common,Living Thunderclap,Air; Elemental,Medium,Bestiary 2 pg. 1062.0
4,Uncommon,Poracha,Beast; Uncommon,Medium,Bestiary pg. 265
4,Uncommon,Stone Lion,Celestial; Uncommon,Large,Bestiary 3 pg. 125
4,Common,Viper Swarm,Animal; Swarm,Large,Bestiary 3 pg. 249
4,Common,False Priest,Human; Humanoid,Medium,Gamemastery Guide pg. 229
4,Unique,Dmiri Yoltosha,Hobgoblin; Humanoid; Unique,Medium,Pathfinder #145: Hellknight Hill pg. 51
4,Common,Beast Tamer,Human; Humanoid,Medium,Gamemastery Guide pg. 237
4,Common,Charming Scoundrel,Gnome; Humanoid,Small,Character Guide pg. 1182.0
4,Common,Mastermind,Human; Humanoid,Medium,Gamemastery Guide pg. 246
4,Common,Rain-Scribe,Elf; Human; Humanoid,Medium,Character Guide pg. 1242.0
4,Common,Giant Stag Beetle,Animal,Large,Bestiary pg. 41
4,Unique,Ralso,Human; Humanoid; Orc; Unique,Medium,Pathfinder #157: Devil at the Dreaming Palace pg. 90
4,Common,Scorpion Swarm,Animal; Swarm,Large,Bestiary pg. 285
4,Unique,Aives The Smoke Dragon,Humanoid; Tiefling; Unique,Medium,Pathfinder #152: Legacy of the Lost God pg. 16
4,Common,Duskwalker Ghost Hunter,Duskwalker; Human; Humanoid,Medium,Bestiary pg. 262
4,Uncommon,Anadi Sage,Anadi; Humanoid; Uncommon,Medium,"The Mwangi Expanse pg. 2902.0 , Pathfinder #145: Hellknight Hill pg. 85"
4,Common,Biloko Veteran,Fey,Small,"The Mwangi Expanse pg. 2942.0 , Pathfinder #146: Cult of Cinders pg. 82"
4,Unique,Cursed Guardian,Beast; Unique,Large,Kingmaker Adventure Path pg. 62
4,Uncommon,Megaloceros,Animal; Uncommon,Large,"Kingmaker Adventure Path pg. 608, Pathfinder #176: Lost Mammoth Valley pg. 85"
4,Common,Mist Stalker,Amphibious; Elemental; Water,Medium,Bestiary 2 pg. 1142.0
4,Uncommon,Morlock Cultist,Humanoid; Morlock; Uncommon,Medium,Pathfinder #163: Ruins of Gauntlight pg. 85
4,Common,Zealot of Asmodeus,Human; Humanoid,Medium,Gamemastery Guide pg. 213
4,Common,Ovinnik,Fey,Tiny,Bestiary 3 pg. 137
4,Unique,Akrida,Animal; Mutant; Unique,Small,Pathfinder #179: Cradle of Quartz pg. 39
4,Common,Aphorite Sharpshooter,Aphorite; Human; Humanoid,Medium,Bestiary 3 pg. 204
4,Common,Bounty Hunter,Human; Humanoid,Medium,Gamemastery Guide pg. 227
4,Common,Burglar,Human; Humanoid,Medium,Gamemastery Guide pg. 210
4,Uncommon,Carrion Golem,Construct; Golem; Mindless; Uncommon,Medium,Bestiary 2 pg. 1282.0
4,Rare,Copper Hand Rogue,Human; Humanoid; Rare,Medium,Pathfinder #158: Sixty Feet Under pg. 16
4,Common,Daeodon,Animal,Large,Bestiary pg. 43
4,Uncommon,Drow Warden,Drow; Elf; Humanoid; Uncommon,Medium,Pathfinder #165: Eyes of Empty Death pg. 82
4,Common,Faceless Stalker,Aberration,Medium,Bestiary pg. 13
4,Common,Giant Dragonfly,Animal,Medium,Bestiary 2 pg. 982.0
4,Uncommon,Gilded Gunner Goon,Human; Humanoid; Uncommon,Medium,Pathfinder #179: Cradle of Quartz pg. 19
4,Unique,Glaz “Brick Blaster” Nixbrix,Humanoid; Unique,Small,Pathfinder #178: Punks in a Powderkeg pg. 88
4,Common,Gnoll Sergeant,Gnoll; Humanoid,Medium,Bestiary pg. 179
4,Common,Gray Ooze,Mindless; Ooze,Medium,Bestiary 2 pg. 1942.0
4,Common,Great White Shark,Animal; Aquatic,Huge,Bestiary pg. 291
4,Common,Griffon,Animal,Large,Bestiary pg. 194
4,Common,Grippli Skirmisher,Grippli; Humanoid,Small,Pathfinder #170: Spoken on the Song Wind pg. 82
4,Common,Guide,Human; Humanoid,Medium,Gamemastery Guide pg. 217
4,Common,Hadrosaurid,Animal; Dinosaur,Huge,Bestiary 2 pg. 812.0
4,Uncommon,Hellbound Attorney,Devil; Fiend; Human; Humanoid; Uncommon,Medium,Bestiary 3 pg. 64
4,Common,Janni,Elemental; Genie,Medium,Bestiary pg. 162
4,Unique,Jekkajak,Humanoid; Kobold; Unique,Small,Crown of the Kobold King pg. 62
4,Rare,Kadlaka,Beast; Rare,Medium,Pathfinder #175: Broken Tusk Moon pg. 84
4,Unique,Kapmek,Humanoid; Kobold; Unique,Small,Crown of the Kobold King pg. 60
4,Uncommon,Karumzek,Aberration; Uncommon,Medium,Pathfinder #171: Hurricane's Howl pg. 81
4,Common,Kelpie,Amphibious; Fey,Large,Bestiary 2 pg. 1542.0
4,Common,Mandragora,Plant,Small,Bestiary 2 pg. 1702.0
4,Unique,Morlibint,Human; Humanoid; Unique,Medium,No-Prep Character: Morlibint pg. 0
4,Uncommon,Najra Lizard,Dragon; Uncommon,Tiny,Pathfinder #158: Sixty Feet Under pg. 83
4,Uncommon,Nightgaunt,Aberration; Dream; Uncommon,Medium,Bestiary 3 pg. 186
4,Common,Palace Guard,Human; Humanoid,Medium,Gamemastery Guide pg. 206
4,Common,Pathfinder Field Agent,Elf; Human; Humanoid,Medium,Character Guide pg. 1262.0
4,Common,Peryton,Beast,Medium,Bestiary 2 pg. 1972.0
4,Common,Ratfolk Grenadier,Humanoid; Ratfolk,Small,Bestiary pg. 277
4,Unique,Renali,Anadi; Humanoid; Unique,Medium,Pathfinder #145: Hellknight Hill pg. 78
4,Unique,Sakuachi,Human; Humanoid; Unique,Medium,Pathfinder #188: They Watched the Stars pg. 92
4,Uncommon,Scalathrax,Aberration; Uncommon,Medium,Pathfinder #163: Ruins of Gauntlight pg. 86
4,Common,Scarecrow,Construct,Medium,Bestiary 2 pg. 2322.0
4,Common,Sea Devil Brute,Amphibious; Humanoid; Sea Devil,Medium,Bestiary pg. 287
4,Rare,Shoony Hierarch,Humanoid; Rare; Shoony,Small,Pathfinder #153: Life's Long Shadows pg. 83
4,Unique,Takulu Ot,Human; Humanoid; Unique,Medium,Pathfinder #169: Kindled Magic pg. 90
4,Common,Tenome,Humanoid,Medium,Pathfinder #158: Sixty Feet Under pg. 85
4,Common,Terror Shrike,Animal,Large,Bestiary 3 pg. 264
4,Common,Tiger,Animal,Large,Bestiary pg. 53
4,Unique,"Varilyn ""Vare"" Eridge",Halfling; Human; Unique,Small,Pathfinder #176: Lost Mammoth Valley pg. 10
4,Common,Damibwa,Animal,Medium,Pathfinder #170: Spoken on the Song Wind pg. 80
4,Common,Giant Pangolin,Animal,Large,Bestiary 3 pg. 199
4,Rare,Bone Warrior,Human; Humanoid; Rare,Medium,Pathfinder #176: Lost Mammoth Valley pg. 35
4,Common,Giant Wolverine,Animal,Large,Bestiary 2 pg. 2952.0
4,Common,Horned Archon,Archon; Celestial,Medium,Bestiary pg. 27
4,Common,Kasa-Obake,Kami,Medium,Bestiary 3 pg. 276
4,Uncommon,Korred,Fey; Uncommon,Small,Bestiary 2 pg. 1552.0
4,Unique,Lickweed,Goblin; Humanoid; Unique,Small,Kingmaker Companion Guide pg. 62
4,Uncommon,Ogre Hurler,Giant; Humanoid; Uncommon,Large,Pathfinder Encounter: Heaving Kobolds pg. 0
4,Rare,Swardlands Delinquent,Human; Humanoid; Rare,Medium,Pathfinder #153: Life's Long Shadows pg. 15
4,Unique,Tartuccio,Gnome; Humanoid; Unique,Small,Kingmaker Adventure Path pg. 605
4,Unique,Ruanna Nyamma,Elf; Human; Humanoid; Unique,Medium,Pathfinder #152: Legacy of the Lost God pg. 17
4,Uncommon,Cairn Wight,Uncommon; Undead; Wight,Medium,Bestiary 2 pg. 2922.0
4,Unique,Urbel,Fey; Gremlin; Unique,Small,Pathfinder #169: Kindled Magic pg. 55
4,Common,Abrikandilu,Demon; Fiend,Medium,"Bestiary 3 pg. 61, Pathfinder #151: The Show Must Go On pg. 81"
4,Common,Amphisbaena,Animal,Medium,Bestiary 3 pg. 15
4,Common,Bison,Animal,Large,Bestiary 3 pg. 32
4,Unique,Davik Nettles,Undead; Unique,Medium,Kingmaker Adventure Path pg. 67
4,Common,Filth Fire,Elemental; Fire,Medium,Bestiary 2 pg. 1102.0
4,Common,Green Hag,Hag; Humanoid,Medium,Bestiary pg. 201
4,Common,Hound Archon,Archon; Celestial,Medium,Bestiary 2 pg. 222.0
4,Uncommon,Huldra,Fey; Uncommon,Medium,Bestiary 3 pg. 138
4,Common,Minotaur,Humanoid,Large,Bestiary pg. 237
4,Common,Myceloid,Fungus,Medium,Bestiary 3 pg. 181
4,Common,Ogre Glutton,Giant; Humanoid,Large,Bestiary pg. 253
4,Common,Otyugh,Aberration,Large,Bestiary pg. 258
4,Common,Owlbear,Animal,Large,Bestiary pg. 259
4,Unique,Pakano,Human; Humanoid; Unique,Medium,Pathfinder #175: Broken Tusk Moon pg. 88
4,Common,Pinacosaurus,Animal; Dinosaur,Large,Pathfinder #151: The Show Must Go On pg. 50
4,Rare,Rhino Warrior,Human; Humanoid; Rare,Medium,Pathfinder #177: Burning Tundra pg. 12
4,Common,Rhinoceros,Animal,Large,Bestiary 2 pg. 2282.0
4,Unique,The Looksee Man,Fetchling; Human; Shadow; Unique,Medium,Pathfinder #187: The Seventh Arch pg. 39
4,Common,Virtuous Defender,Human; Humanoid,Medium,Character Guide pg. 1222.0
4,Uncommon,Amelekana,Amphibious; Beast; Uncommon,Large,Pathfinder #187: The Seventh Arch pg. 84
4,Uncommon,Dreshkan,Aberration; Construct; Uncommon,Medium,Pathfinder #164: Hands of the Devil pg. 78
4,Common,Earthen Destrier,Earth; Elemental,Large,Bestiary 2 pg. 1082.0
4,Common,Flytrap Leshy,Leshy; Plant,Small,Bestiary 2 pg. 1612.0
4,Common,Aghash,Div; Fiend,Medium,Bestiary 3 pg. 69
4,Common,Arboreal Warden,Plant,Large,Bestiary pg. 24
4,Common,Calathgar,Cold; Plant,Small,Bestiary 2 pg. 452.0
4,Common,Gancanagh,Azata; Celestial,Medium,Bestiary pg. 31
4,Common,Hellknight Armiger,Dwarf; Humanoid,Medium,Character Guide pg. 1202.0
4,Common,Mimic,Aberration,Medium,Bestiary pg. 236
4,Common,Nucol,Fiend; Sahkil,Medium,Bestiary 3 pg. 219
4,Rare,Shabti Redeemer,Humanoid; Rare; Shabti,Medium,Bestiary 3 pg. 229
4,Uncommon,Werebear,Beast; Human; Humanoid; Uncommon; Werecreature,Large,Bestiary pg. 331
4,Common,Weretiger,Beast; Human; Humanoid; Werecreature,Large,Bestiary 2 pg. 2912.0
4,Rare,Daelum,Construct; Rare,Large,Pathfinder #179: Cradle of Quartz pg. 82
4,Unique,Kaneepo The Slim,Fey; Unique,Medium,Pathfinder #187: The Seventh Arch pg. 83
4,Common,Luminous Ooze,Mindless; Ooze,Small,Pathfinder #151: The Show Must Go On pg. 85
4,Common,Satyr,Fey,Medium,Bestiary pg. 284
4,Common,Blood Ooze,Mindless; Ooze,Large,The Fall of Plaguestone pg. 63
4,Uncommon,Frost Troll,Cold; Giant; Troll; Uncommon,Large,Bestiary 2 pg. 2642.0
4,Uncommon,Glimmervine,Mindless; Plant; Uncommon,Medium,Pathfinder #188: They Watched the Stars pg. 86
4,Common,Ghost Commoner,Ghost; Incorporeal; Spirit; Undead,Medium,Bestiary pg. 167
4,Uncommon,Charghar,Incorporeal; Spirit; Uncommon; Undead,Medium,Pathfinder #181: Zombie Feast pg. 84
4,Common,Vampire Spawn,Undead; Vampire,Medium,Bestiary pg. 320
4,Rare,Corrupted Relic,Incorporeal; Rare; Spirit; Undead,Medium,Bestiary 3 pg. 55
4,Common,Shanrigol Heap,Aberration; Undead,Medium,Pathfinder #164: Hands of the Devil pg. 84
4,Rare,Jitterbone Contortionist,Halfling; Humanoid; Mortic; Rare,Small,Book of the Dead pg. 126
4,Common,Attic Whisperer,Undead,Small,Bestiary 2 pg. 282.0
4,Uncommon,Ghoul Crocodile,Amphibious; Ghoul; Uncommon; Undead,Large,Pathfinder #182: Graveclaw pg. 32
4,Uncommon,Lovelorn,Uncommon; Undead,Tiny,Bestiary 3 pg. 165
4,Unique,Pesgahi the Poisoner,Ghoul; Undead; Unique,Medium,Pathfinder #181: Zombie Feast pg. 57
4,Common,Caligni Stalker,Caligni; Humanoid,Medium,Bestiary pg. 51
4,Uncommon,Ichor Slinger,Uncommon; Undead,Medium,Book of the Dead pg. 115
4,Unique,Harlo Krant,Undead; Unique; Zombie,Medium,Book of the Dead pg. 210
4,Uncommon,Zombie Lord,Uncommon; Undead; Zombie,Medium,Book of the Dead pg. 172
4,Common,Shambler Troop,Mindless; Troop; Undead; Zombie,Gargantuan,Bestiary 3 pg. 302
5,Unique,Stone Ghost,Human; Humanoid; Oread; Unique,Medium,Pathfinder #169: Kindled Magic pg. 88
5,Rare,Caligni Vanguard,Caligni; Humanoid; Rare,Medium,Bestiary 3 pg. 40
5,Common,Living Whirlwind,Air; Elemental,Medium,Bestiary pg. 144
5,Common,Cecaelia Trapper,Amphibious; Humanoid,Medium,Bestiary 3 pg. 45
5,Common,Army Ant Swarm,Animal; Swarm,Large,Bestiary 2 pg. 202.0
5,Common,Flea Swarm,Animal; Swarm,Large,Pathfinder #151: The Show Must Go On pg. 83
5,Uncommon,Mechanical Laborer,Construct; Earth; Mindless; Uncommon,Large,Pathfinder #182: Graveclaw pg. 41
5,Rare,Teaching Assistant,Human; Humanoid; Rare,Medium,Pathfinder #182: Graveclaw pg. 57
5,Common,Advisor,Human; Humanoid,Medium,Gamemastery Guide pg. 207
5,Common,Despot,Human; Humanoid,Medium,Gamemastery Guide pg. 248
5,Common,Dismemberment Table,Construct; Mindless,Medium,Crown of the Kobold King pg. 104
5,Common,Necromancer,Human; Humanoid,Medium,Gamemastery Guide pg. 230
5,Rare,Trapjaw Tangle,Construct; Rare; Swarm,Large,Pathfinder #179: Cradle of Quartz pg. 87
5,Common,Barbazu,Devil; Fiend,Medium,Bestiary pg. 88
5,Common,Bore Worm Swarm,Animal; Swarm,Large,Bestiary 3 pg. 36
5,Common,Dandasuka,Fiend; Rakshasa,Small,Bestiary pg. 274
5,Uncommon,Divine Warden Of Nethys,Construct; Mindless; Uncommon,Large,Bestiary 3 pg. 73
5,Uncommon,Doorwarden,Construct; Uncommon,Large,Pathfinder #145: Hellknight Hill pg. 86
5,Unique,Eobald,Human; Humanoid; Unique,Medium,Kingmaker Companion Guide pg. 53
5,Common,Grimstalker,Fey,Medium,Bestiary 2 pg. 1372.0
5,Uncommon,Meat Guardian,Construct; Divine; Golem; Mindless; Uncommon,Medium,Pathfinder #182: Graveclaw pg. 34
5,Common,Deep Gnome Rockwarden,Gnome; Humanoid,Small,Bestiary pg. 75
5,Unique,Malarunk,Charau-ka; Humanoid; Unique,Small,Pathfinder #145: Hellknight Hill pg. 58
5,Unique,Animated Fireplace,Construct; Mindless; Unique,Large,Pathfinder #182: Graveclaw pg. 14
5,Uncommon,Dero Magister,Dero; Humanoid; Uncommon,Small,Bestiary pg. 85
5,Common,Dig-Widget,Construct; Mindless,Small,Bestiary 2 pg. 792.0
5,Common,Giant Moray Eel,Animal; Aquatic,Large,Bestiary pg. 142
5,Rare,Gilded Gunner Safecracker,Humanoid; Rare,Medium,Pathfinder #179: Cradle of Quartz pg. 57
5,Common,Glyptodon,Animal,Large,Pathfinder #175: Broken Tusk Moon pg. 82
5,Common,Wizard Sponge,Fungus; Mindless; Swarm,Large,Bestiary 3 pg. 294
5,Unique,Nok-Nok (Level 5),Goblin; Humanoid; Unique,Small,Kingmaker Companion Guide pg. 58
5,Common,Ostiarius,Fiend; Velstrac,Medium,Bestiary 2 pg. 2812.0
5,Common,Harpy,Humanoid,Medium,Bestiary pg. 204
5,Unique,"""Lucky"" Lanks",Halfling; Humanoid; Unique,Small,Pathfinder #179: Cradle of Quartz pg. 24
5,Uncommon,Clockwork Disposer,Clockwork; Construct; Mindless; Uncommon,Small,Pathfinder #179: Cradle of Quartz pg. 80
5,Common,Copper Hand Illusionist,Human; Humanoid,Medium,Pathfinder #158: Sixty Feet Under pg. 23
5,Common,Fence,Human; Humanoid,Medium,Gamemastery Guide pg. 210
5,Common,Hieracosphinx,Beast,Large,Bestiary 3 pg. 250
5,Common,Ogre Spider,Animal,Huge,Bestiary 2 pg. 2492.0
5,Common,Spiny Eurypterid,Amphibious; Animal,Large,Bestiary 3 pg. 97
5,Uncommon,Trapdoor Ogre Spider,Animal; Uncommon,Huge,Kingmaker Adventure Path pg. 89
5,Common,Winter Wolf,Beast,Large,Bestiary pg. 322
5,Uncommon,Djinni,Air; Elemental; Genie; Uncommon,Large,Bestiary pg. 163
5,Common,Grippli Greenspeaker,Grippli; Humanoid,Small,Pathfinder #146: Cult of Cinders pg. 87
5,Common,Albino Giant Bat,Animal,Large,Crown of the Kobold King pg. 108
5,Common,Lurker In Light,Fey,Small,Bestiary 2 pg. 1692.0
5,Common,Aasimar Redeemer,Aasimar; Human; Humanoid,Medium,Bestiary pg. 263
5,Common,Plague Doctor,Human; Humanoid,Medium,Gamemastery Guide pg. 221
5,Common,Polar Bear,Animal,Large,Bestiary 2 pg. 362.0
5,Uncommon,Anadi Fateweaver,Anadi; Humanoid; Uncommon,Medium,Pathfinder #169: Kindled Magic pg. 79
5,Common,Antipaladin,Human; Humanoid,Medium,Gamemastery Guide pg. 247
5,Common,Basilisk,Beast,Medium,Bestiary pg. 38
5,Rare,Bloom Cultist,Human; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 240
5,Common,Catrina,Monitor; Psychopomp,Medium,Bestiary 2 pg. 2092.0
5,Rare,Centaur Scout,Beast; Rare,Large,Kingmaker Adventure Path pg. 267
5,Common,City Guard Squadron,Human; Humanoid; Troop,Gargantuan,Bestiary 3 pg. 47
5,Common,Ether Spider,Beast; Ethereal,Large,Bestiary pg. 155
5,Common,Flame Drake,Dragon; Fire,Large,Bestiary pg. 131
5,Common,Giant Frilled Lizard,Animal,Large,Bestiary pg. 229
5,Rare,Gilded Gunner Assassin,Humanoid; Rare,Medium,Pathfinder #179: Cradle of Quartz pg. 57
5,Unique,Kepgeda the Hag-Nailed,Changeling; Human; Humanoid; Unique,Medium,Pathfinder #181: Zombie Feast pg. 90
5,Uncommon,Leadsmith,Dwarf; Humanoid; Uncommon,Medium,Pathfinder #180: The Smoking Gun pg. 9
5,Unique,Mashkudu The Bully,Human; Humanoid; Unique,Medium,Pathfinder #170: Spoken on the Song Wind pg. 27
5,Common,Mercenary Sailor,Human; Humanoid,Medium,Pathfinder #147: Tomorrow Must Burn pg. 18
5,Uncommon,Mindmoppet,Ooze; Uncommon,Tiny,Pathfinder #189: Dreamers of the Nameless Spires pg. 86
5,Uncommon,Mutant Bat,Animal; Uncommon,Huge,Pathfinder #180: The Smoking Gun pg. 22
5,Unique,Narlynark,Humanoid; Kobold; Unique,Small,Crown of the Kobold King pg. 106
5,Unique,Nugrah,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 183
5,Common,Orca,Animal,Huge,Bestiary 2 pg. 842.0
5,Common,Sigbin,Beast,Small,Pathfinder #166: Despair on Danger Island pg. 89
5,Uncommon,Stone-Breasted Owl,Beast; Incorporeal; Spirit; Uncommon,Small,Pathfinder #188: They Watched the Stars pg. 91
5,Common,Tomb Raider,Human; Humanoid,Medium,Gamemastery Guide pg. 217
5,Uncommon,Gibtas Bounder,Aberration; Uncommon,Small,Pathfinder #164: Hands of the Devil pg. 80
5,Uncommon,Eunemvro,Humanoid; Positive; Uncommon,Medium,Bestiary 3 pg. 96
5,Unique,Melianse,Aquatic; Fey; Unique,Small,Kingmaker Adventure Path pg. 71
5,Unique,Old Crackjaw,Animal; Unique,Medium,Kingmaker Adventure Path pg. 77
5,Common,Sabosan,Humanoid,Medium,"Bestiary 3 pg. 217, Pathfinder #146: Cult of Cinders pg. 91"
5,Common,Basidirond,Fungus; Mindless,Medium,Bestiary 2 pg. 342.0
5,Common,Brimorak,Demon; Fiend,Small,Bestiary 3 pg. 62
5,Common,Cloaker,Aberration,Large,Bestiary pg. 65
5,Uncommon,Cyclops,Giant; Humanoid; Uncommon,Large,Bestiary pg. 68
5,Common,Emperor Cobra,Animal,Large,Bestiary 2 pg. 2452.0
5,Unique,Ghodrak The Quick,Goblin; Humanoid; Unique,Medium,Pathfinder #188: They Watched the Stars pg. 17
5,Unique,Hateful Hermit,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 74
5,Uncommon,Ice Golem,Cold; Construct; Golem; Mindless; Uncommon,Medium,Bestiary 2 pg. 1292.0
5,Uncommon,Kvernknurr,Amphibious; Fey; Uncommon; Water,Large,Pathfinder #188: They Watched the Stars pg. 87
5,Uncommon,Nwanyian Defender,Human; Humanoid; Uncommon,Medium,Pathfinder #183: Field of Maidens pg. 38
5,Common,Rompo,Beast,Medium,The Mwangi Expanse pg. 3042.0
5,Common,Shrine Skelm,Humanoid; Skelm,Medium,Bestiary 3 pg. 239
5,Common,Skaveling,Undead,Large,Bestiary 2 pg. 2412.0
5,Unique,Temteki,Earth; Elemental; Unique,Medium,Monsters of Myth pg. 112
5,Unique,Xulgath Demon-Caller,Humanoid; Unique; Xulgath,Medium,Pathfinder #152: Legacy of the Lost God pg. 26
5,Unique,Cavnakash,Humanoid; Unique; Xulgath; Zombie,Medium,Pathfinder #151: The Show Must Go On pg. 88
5,Common,Penanggalan,Aberration; Tanggal,Medium,Bestiary 3 pg. 200
5,Common,Hippopotamus,Animal,Large,Bestiary 2 pg. 1442.0
5,Common,Irriseni Owlbear,Animal,Large,Travel Guide pg. 99
5,Unique,Kereek,Humanoid; Kobold; Unique,Small,Kingmaker Adventure Path pg. 196
5,Common,Lampad,Earth; Fey; Nymph,Medium,Bestiary 3 pg. 188
5,Common,Leucrotta,Beast,Large,Bestiary 2 pg. 1622.0
5,Unique,Malgorzata Niska,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 197
5,Common,Megatherium,Animal,Huge,Bestiary 3 pg. 248
5,Common,Namorrodor,Shadow; Undead,Medium,Bestiary 3 pg. 183
5,Unique,Prazil,Humanoid; Kobold; Unique,Small,Kingmaker Adventure Path pg. 196
5,Uncommon,Spellscar Sky Marauder,Humanoid; Mutant; Uncommon,Medium,Pathfinder #179: Cradle of Quartz pg. 30
5,Common,Grodair,Amphibious; Beast; Fey; Water,Medium,Bestiary 2 pg. 1402.0
5,Rare,Elder Thing,Aberration; Amphibious; Rare,Medium,Pathfinder #189: Dreamers of the Nameless Spires pg. 84
5,Common,Living Landslide,Earth; Elemental,Medium,Bestiary pg. 146
5,Common,Living Waterfall,Aquatic; Elemental; Water,Large,Bestiary pg. 152
5,Rare,Venexus's Wyrmlings,Cold; Dragon; Rare,Medium,Pathfinder #176: Lost Mammoth Valley pg. 58
5,Unique,Gurija,Giant; Troll; Unique,Large,Kingmaker Adventure Path pg. 207
5,Uncommon,Kareq,Animal; Uncommon,Large,Pathfinder #187: The Seventh Arch pg. 89
5,Common,Karina,Beast; Fiend,Large,The Mwangi Expanse pg. 3012.0
5,Common,Kodama,Kami; Spirit,Small,Bestiary 3 pg. 143
5,Uncommon,Skinstitch,Construct; Mindless; Uncommon,Large,"Bestiary 3 pg. 242, Pathfinder #158: Sixty Feet Under pg. 84"
5,Common,Storm Hag,Air; Electricity; Hag; Humanoid,Medium,Bestiary 3 pg. 128
5,Common,Xulgath Spinesnapper,Humanoid; Xulgath,Large,Pathfinder #152: Legacy of the Lost God pg. 84
5,Common,Giant Hermit Crab,Amphibious; Animal,Large,Bestiary 3 pg. 57
5,Common,Troll,Giant; Troll,Large,Bestiary pg. 314
5,Uncommon,Yeti,Humanoid; Uncommon,Large,Bestiary pg. 338
5,Common,Gibbering Mouther,Aberration,Medium,Bestiary pg. 176
5,Common,Ochre Jelly,Mindless; Ooze,Large,Bestiary pg. 255
5,Common,Globster,Aquatic; Ooze,Large,Bestiary 3 pg. 115
5,Rare,Hollow Husks,Mindless; Rare; Undead; Zombie,Medium,Pathfinder #183: Field of Maidens pg. 26
5,Unique,Syarstik Painted-Tiger,Ghost; Incorporeal; Spirit; Undead; Unique,Large,Pathfinder #175: Broken Tusk Moon pg. 90
5,Uncommon,Bone Croupier,Uncommon; Undead,Medium,"Book of the Dead pg. 77, Pathfinder #151: The Show Must Go On pg. 80"
5,Uncommon,Muse Phantom,Incorporeal; Spirit; Uncommon; Undead,Medium,Pathfinder #152: Legacy of the Lost God pg. 81
5,Common,Poltergeist,Incorporeal; Spirit; Undead,Medium,Bestiary pg. 264
5,Unique,Voz Lirayne,Elf; Human; Humanoid; Unique,Medium,Pathfinder #145: Hellknight Hill pg. 80
5,Common,Redcap,Fey,Small,Bestiary pg. 278
5,Common,Crawling Hand Swarm,Swarm; Undead,Large,Pathfinder #176: Lost Mammoth Valley pg. 38
5,Common,Harpy Skeleton,Mindless; Skeleton; Undead,Medium,Bestiary 3 pg. 236
5,Common,Skeletal Mage,Skeleton; Undead,Medium,Book of the Dead pg. 148
5,Common,Priest of Kabriri,Ghoul; Undead,Medium,Book of the Dead pg. 105
5,Common,Azuretzi,Monitor; Protean,Small,Bestiary 2 pg. 2052.0
5,Common,Giant Crawling Hand,Undead,Medium,Bestiary 2 pg. 562.0
5,Rare,Necrohusk,Rare; Undead,Medium,Pathfinder #176: Lost Mammoth Valley pg. 87
5,Uncommon,Skeletal Woolly Rhinoceros,Mindless; Skeleton; Uncommon; Undead,Large,Pathfinder #176: Lost Mammoth Valley pg. 36
5,Uncommon,Forge-Spurned,Fire; Uncommon; Undead,Medium,"Crown of the Kobold King pg. 119, Pathfinder #148: Fires of the Haunted City pg. 83"
5,Common,Iruxi Ossature,Lizardfolk; Undead,Medium,Book of the Dead pg. 116
5,Common,Urdefhan Tormentor,Humanoid; Urdefhan,Medium,Bestiary 2 pg. 2732.0
5,Unique,Hymmir Urath,Ghoul; Undead; Unique,Medium,Crown of the Kobold King pg. 82
5,Common,Taunting Skull,Undead,Tiny,Book of the Dead pg. 74
5,Common,Withered,Undead; Zombie,Medium,Book of the Dead pg. 172
5,Common,Living Wildfire,Elemental; Fire,Medium,Bestiary pg. 148
5,Common,Bog Mummy,Mummy; Undead,Medium,Bestiary 2 pg. 1772.0
5,Common,Ghul,Genie; Ghul; Undead,Medium,Book of the Dead pg. 106
5,Common,Lion Visitant,Animal; Undead,Large,Pathfinder #152: Legacy of the Lost God pg. 83
6,Unique,Mutated Sewer Ooze,Mindless; Mutant; Ooze; Unique,Large,Pathfinder #170: Spoken on the Song Wind pg. 37
6,Common,Will-o’-Wisp,Aberration; Air,Small,Bestiary pg. 333
6,Unique,Ekundayo's Dog,Animal; Minion; Unique,Medium,Kingmaker Companion Guide pg. 22
6,Common,Ethereal Sailor,Mindless,Medium,Grand Bazaar pg. 77
6,Unique,Duhgik,Humanoid; Kobold; Unique,Small,No-Prep Character: Duhgik pg. 0
